id,age,gender,income_category,children_at_home
31938,26,M,medium,0.0
56874,50,M,low,1.0
66113,64,M,high,0.0
53395,36,M,low,0.0
13994,42,M,low,1.0
15284,67,F,medium,0.0
46543,67,F,low,0.0
53259,31,F,low,0.0
73485,61,F,high,1.0
214,46,F,low,1.0
30836,39,M,low,1.0
31788,44,F,low,1.0
38043,13,M,,0.0
47366,27,M,low,0.0
58261,44,F,medium,1.0
26338,57,M,medium,1.0
37158,46,F,low,1.0
68132,40,F,medium,1.0
91381,49,F,low,1.0
31168,46,M,medium,1.0
34035,31,M,medium,0.0
90289,14,F,,0.0
18112,50,F,low,0.0
18166,45,M,medium,1.0
42078,23,M,medium,0.0
42332,65,F,high,0.0
43581,53,M,medium,1.0
52860,22,F,low,0.0
55824,27,F,low,0.0
55885,64,F,high,0.0
62867,20,F,low,0.0
66800,37,M,low,1.0
70182,24,M,medium,0.0
72326,64,F,medium,0.0
72948,33,F,low,1.0
77675,35,F,low,1.0
88655,54,F,high,1.0
94652,36,F,medium,1.0
95211,39,M,medium,0.0
43326,37,F,low,1.0
60040,51,F,high,1.0
65227,22,M,low,1.0
67070,66,M,medium,0.0
72952,36,M,low,0.0
78898,59,F,high,1.0
97486,45,F,low,1.0
1688,43,F,low,1.0
4778,25,F,low,0.0
13295,57,M,high,1.0
18222,16,F,low,0.0
23474,41,M,low,1.0
25401,26,F,low,0.0
40614,52,M,medium,1.0
47326,58,M,medium,1.0
47470,23,F,low,0.0
48876,24,F,low,0.0
65932,35,F,medium,1.0
66781,13,M,,0.0
67912,32,F,low,0.0
73699,65,F,medium,0.0
82567,66,M,low,0.0
84641,16,M,low,0.0
95601,25,F,medium,0.0
3574,40,F,low,1.0
5015,34,M,low,0.0
20805,69,F,medium,0.0
21788,59,F,high,1.0
43749,28,M,low,0.0
44972,69,M,low,0.0
50496,56,M,medium,1.0
51030,62,M,high,1.0
51127,55,M,high,1.0
69864,59,M,medium,1.0
92042,33,F,low,0.0
96378,26,F,low,0.0
99773,27,F,low,0.0
31995,56,F,medium,1.0
39987,67,F,medium,0.0
47200,16,M,low,0.0
48923,16,M,low,0.0
68484,36,M,low,0.0
75704,64,M,high,0.0
78275,24,F,low,0.0
80299,51,F,high,1.0
92149,44,M,medium,1.0
1975,29,F,low,1.0
4747,29,F,low,0.0
7281,21,F,medium,0.0
9283,68,M,high,0.0
10214,40,F,low,0.0
14096,13,M,,0.0
14190,48,F,low,1.0
16918,39,F,low,1.0
19011,59,F,high,1.0
20199,51,M,medium,1.0
21326,39,F,low,1.0
21476,35,M,low,1.0
23935,21,M,low,0.0
26304,64,F,high,0.0
26399,52,M,medium,1.0
33657,39,F,medium,1.0
33956,21,M,low,0.0
35122,24,M,low,0.0
40119,23,M,low,0.0
40941,52,M,high,1.0
41477,18,M,low,0.0
41922,32,F,low,0.0
45456,16,M,low,0.0
48069,62,M,high,1.0
48106,16,M,low,0.0
48693,63,M,high,0.0
51716,58,M,high,1.0
53574,60,F,medium,1.0
55583,46,M,low,1.0
57450,14,F,,0.0
58455,49,M,low,1.0
58779,21,F,medium,0.0
64238,59,M,medium,1.0
64971,47,M,low,1.0
65083,44,M,low,1.0
67669,46,M,medium,1.0
68982,48,M,low,1.0
69311,31,M,low,0.0
74221,33,M,low,0.0
75075,23,M,low,0.0
77928,32,F,low,0.0
84408,34,M,medium,1.0
85017,27,M,low,0.0
86939,20,F,low,0.0
88082,32,M,low,0.0
90653,33,M,low,0.0
91601,24,F,medium,0.0
91810,55,F,high,1.0
97514,31,F,low,0.0
98124,38,M,low,0.0
5017,25,F,low,0.0
16618,13,M,,0.0
17454,13,M,,0.0
18256,47,F,low,1.0
34569,60,M,medium,1.0
35651,14,F,,0.0
38732,44,M,low,1.0
41857,43,M,low,1.0
41943,69,F,medium,0.0
45201,66,M,high,0.0
50874,42,M,medium,1.0
56053,63,M,high,0.0
87501,19,F,low,0.0
93671,51,F,medium,1.0
95624,55,M,high,1.0
96154,37,M,low,1.0
98022,63,F,high,0.0
14308,37,F,low,1.0
21680,13,M,,0.0
47602,47,F,medium,1.0
83272,34,M,medium,0.0
9071,64,F,high,0.0
53658,58,F,high,1.0
95545,66,F,medium,0.0
28679,47,M,low,1.0
65091,19,F,medium,0.0
70226,64,F,medium,0.0
15166,38,F,low,1.0
17754,14,M,,0.0
21951,59,M,high,1.0
30080,70,F,low,0.0
39707,23,M,low,0.0
83976,18,M,low,0.0
58466,26,F,low,0.0
76470,65,F,high,0.0
11589,68,M,high,0.0
58907,28,F,low,0.0
72585,64,M,high,0.0
13039,53,M,high,1.0
85085,64,M,high,0.0
69742,52,M,medium,0.0
90622,63,F,high,0.0
55039,33,F,low,0.0
66769,48,F,low,1.0
38280,66,M,medium,0.0
71736,12,M,,0.0
23451,27,M,low,0.0
39061,13,F,,0.0
80782,47,F,low,1.0
85079,50,M,low,1.0
42730,28,M,low,0.0
61380,46,M,low,1.0
87982,24,F,low,1.0
88067,50,F,low,1.0
88363,43,M,low,1.0
95807,68,F,low,0.0
43942,42,M,medium,1.0
59402,20,F,low,0.0
82637,29,M,low,1.0
83296,61,M,high,1.0
8075,70,F,high,0.0
11061,48,M,medium,0.0
41703,12,M,,0.0
79038,49,F,low,1.0
42194,37,M,low,1.0
44687,58,M,medium,1.0
46477,59,M,medium,1.0
14107,12,F,,0.0
4981,70,F,high,0.0
25073,53,F,medium,1.0
46619,60,F,medium,1.0
62174,58,F,high,1.0
76562,17,M,low,0.0
82083,30,M,low,1.0
93787,65,F,high,0.0
4614,14,M,,0.0
39600,32,F,low,0.0
43246,37,M,low,0.0
62151,70,M,low,0.0
91167,25,M,medium,0.0
7856,23,F,low,0.0
94628,70,F,medium,0.0
13029,15,F,,0.0
97489,54,F,medium,1.0
1546,23,M,medium,0.0
24898,35,F,medium,0.0
44400,46,F,low,1.0
85924,60,M,medium,1.0
94607,24,M,medium,0.0
217,68,M,medium,0.0
69203,36,F,low,1.0
60974,14,M,,0.0
2334,24,M,low,0.0
4062,53,M,medium,1.0
34075,49,M,medium,1.0
37721,43,F,low,1.0
49778,18,M,medium,0.0
55367,48,M,low,1.0
70471,41,M,low,1.0
82033,67,F,high,0.0
6225,44,M,medium,1.0
88574,70,F,high,0.0
20038,26,M,low,1.0
26102,36,F,medium,0.0
70649,44,F,medium,1.0
71128,13,F,,0.0
65436,12,F,,0.0
17649,53,M,medium,1.0
61270,33,M,low,0.0
67398,19,F,low,0.0
31965,46,F,low,1.0
39221,44,F,low,1.0
68622,60,F,medium,1.0
2538,57,F,high,1.0
9806,37,M,low,0.0
36124,32,M,low,0.0
6491,66,F,low,0.0
32652,34,F,low,0.0
1738,24,M,low,0.0
35744,36,M,medium,1.0
39008,62,F,high,1.0
25766,37,M,low,1.0
28154,58,F,medium,1.0
53190,48,M,low,0.0
51560,53,F,high,1.0
82891,13,F,,0.0
72332,27,M,medium,0.0
84605,31,F,medium,0.0
87631,57,F,high,1.0
18489,24,M,medium,1.0
61175,28,F,low,0.0
99290,40,F,low,0.0
96395,65,M,high,0.0
5279,30,M,low,0.0
55712,29,F,low,1.0
95473,32,F,low,0.0
15997,40,M,low,1.0
31740,45,F,low,0.0
84144,17,F,low,0.0
14101,56,M,medium,1.0
1863,32,M,low,1.0
12239,69,M,medium,0.0
48703,37,F,low,0.0
99886,15,M,,0.0
47452,62,F,high,1.0
90915,50,F,low,1.0
2340,64,M,high,0.0
82326,17,M,low,0.0
55272,63,F,high,0.0
3642,21,M,medium,0.0
20787,19,F,medium,0.0
36518,70,F,low,0.0
87512,54,F,medium,0.0
32025,45,F,low,1.0
86010,50,F,low,1.0
37130,30,F,low,0.0
83436,64,F,high,0.0
88021,21,F,low,0.0
42547,36,F,low,0.0
70341,64,F,high,0.0
77341,14,F,,0.0
45445,47,M,low,1.0
16403,17,F,low,0.0
30760,13,F,,0.0
39429,48,F,low,1.0
45951,36,F,low,1.0
93692,15,M,,0.0
44781,63,F,high,0.0
72850,53,F,medium,1.0
8878,43,M,low,1.0
34874,37,M,low,1.0
53849,59,M,medium,1.0
31407,30,F,low,1.0
50208,59,F,medium,1.0
50823,68,F,low,0.0
56743,56,M,high,1.0
78915,53,F,medium,1.0
92736,67,M,medium,0.0
20261,57,F,high,1.0
68639,38,M,low,1.0
58739,65,M,medium,0.0
78698,54,F,medium,1.0
95893,21,F,low,0.0
27379,43,M,low,1.0
70187,70,M,medium,0.0
51486,25,M,low,0.0
79584,33,F,low,1.0
94948,53,F,medium,1.0
98197,57,F,medium,1.0
24199,15,F,,0.0
31258,58,M,medium,1.0
39109,18,F,low,0.0
73219,46,M,low,1.0
13015,51,M,high,1.0
45780,60,M,medium,1.0
52042,52,M,high,1.0
14126,30,F,low,1.0
19727,32,F,low,0.0
41279,47,M,medium,1.0
42828,67,F,medium,0.0
62698,36,F,low,1.0
93973,24,M,low,0.0
43167,39,F,low,1.0
5882,70,F,medium,0.0
26943,59,M,high,1.0
73002,48,M,medium,1.0
78252,42,M,low,1.0
30459,18,M,low,0.0
38591,22,M,low,0.0
61096,14,M,,0.0
44738,27,M,low,0.0
45677,45,M,low,1.0
48017,44,M,medium,1.0
31856,40,M,low,1.0
40850,65,M,medium,0.0
7340,24,M,low,1.0
8659,62,M,high,1.0
64399,13,F,,0.0
67308,35,F,medium,1.0
43086,52,M,high,1.0
13890,38,M,low,0.0
15402,53,F,medium,1.0
52724,45,F,low,1.0
85962,27,F,medium,0.0
97916,55,F,medium,1.0
14366,45,F,low,1.0
24883,61,F,high,1.0
51013,36,F,low,1.0
72359,36,M,low,0.0
80482,20,M,low,0.0
83845,63,F,medium,0.0
93032,55,M,medium,1.0
36092,53,F,high,1.0
67617,22,F,medium,0.0
61252,48,F,low,1.0
65570,47,M,medium,1.0
66035,50,M,low,0.0
10803,45,F,low,1.0
16044,64,F,high,0.0
24484,24,F,medium,1.0
59909,53,M,high,1.0
79667,19,M,low,0.0
50206,68,M,low,0.0
59799,46,F,low,0.0
3348,58,M,high,1.0
9185,17,M,low,0.0
11218,65,M,high,0.0
68187,53,F,medium,1.0
31641,33,F,low,0.0
46697,46,M,medium,1.0
64286,22,M,low,1.0
738,26,M,medium,0.0
4378,59,M,high,1.0
23301,57,M,high,1.0
42032,51,F,high,1.0
59501,46,M,medium,1.0
48258,69,M,high,0.0
6356,41,M,low,1.0
11336,59,F,medium,1.0
71190,61,M,high,1.0
89664,56,F,high,1.0
51797,50,M,low,1.0
54781,67,M,medium,0.0
86546,59,F,medium,1.0
36252,20,F,low,0.0
62080,12,M,,0.0
82486,61,F,medium,1.0
53865,67,M,high,0.0
329,46,F,low,1.0
6135,30,F,low,0.0
24458,25,M,low,0.0
93781,18,M,low,0.0
94538,36,F,low,1.0
97155,22,M,low,0.0
34018,32,F,low,0.0
34919,69,F,medium,0.0
53255,22,M,low,0.0
67390,20,M,low,0.0
76782,19,F,medium,0.0
92731,36,M,low,1.0
50167,66,F,low,0.0
84664,20,M,low,0.0
19932,22,M,low,0.0
37315,31,M,medium,0.0
11169,49,F,low,1.0
73836,69,F,low,0.0
82067,54,M,high,1.0
90324,60,F,medium,1.0
93605,42,M,low,1.0
12762,50,M,low,1.0
26904,47,M,low,1.0
63039,38,M,low,1.0
88327,17,F,low,0.0
17723,43,F,low,1.0
2393,31,F,low,0.0
20469,45,F,medium,1.0
20998,27,F,low,0.0
38186,58,F,medium,1.0
77646,12,F,,0.0
3687,28,M,low,0.0
58198,27,F,low,0.0
30136,35,M,low,0.0
48894,55,M,medium,1.0
70492,70,F,high,0.0
93483,42,M,low,1.0
15380,47,M,medium,1.0
25190,43,M,low,1.0
27765,58,F,high,1.0
68548,37,F,low,0.0
4842,43,M,low,1.0
15535,16,M,low,0.0
29647,52,M,high,1.0
46944,67,M,high,0.0
64981,58,M,medium,1.0
8894,38,M,low,1.0
9542,18,F,low,0.0
39970,56,M,high,1.0
94440,46,F,low,1.0
46714,12,F,,0.0
81781,55,M,medium,1.0
72733,18,M,low,0.0
15873,16,F,low,0.0
31682,67,M,low,0.0
40851,66,F,low,0.0
96386,45,F,low,1.0
86736,19,M,low,0.0
4309,33,M,low,0.0
34011,58,F,medium,1.0
61238,69,F,low,0.0
52212,70,F,high,0.0
87232,52,M,medium,1.0
4436,12,F,,0.0
16604,55,M,medium,1.0
82899,48,F,low,1.0
91571,20,F,medium,0.0
36260,46,M,low,1.0
87622,16,M,low,0.0
518,44,F,low,1.0
94427,37,F,medium,1.0
42865,19,M,medium,0.0
87676,40,M,low,1.0
16214,37,F,low,0.0
23099,68,M,medium,0.0
70135,57,F,medium,1.0
80142,22,F,low,0.0
33496,52,F,medium,1.0
41724,69,M,low,0.0
9346,50,M,low,0.0
15669,70,F,low,0.0
32734,41,M,low,1.0
63078,56,F,medium,1.0
3190,22,M,low,0.0
7484,42,M,medium,1.0
56824,25,F,medium,0.0
62836,31,M,medium,0.0
796,70,F,medium,0.0
3405,50,F,medium,1.0
33826,56,F,high,1.0
75195,48,F,medium,1.0
82184,28,F,low,0.0
4423,57,F,medium,1.0
8097,60,F,medium,1.0
23685,48,M,low,1.0
41393,51,F,medium,1.0
86109,17,M,medium,0.0
90411,28,F,low,0.0
32420,18,F,low,0.0
51740,43,F,medium,1.0
74708,52,M,medium,1.0
5293,13,M,,0.0
15723,19,M,low,0.0
17443,30,F,low,0.0
90592,49,F,medium,1.0
12187,64,F,medium,0.0
90376,59,M,high,1.0
90896,69,F,medium,0.0
65454,61,F,high,1.0
73157,30,F,medium,1.0
75500,46,F,low,1.0
85304,30,F,low,0.0
13949,36,F,medium,0.0
73077,13,M,,0.0
95821,38,M,low,1.0
39586,53,M,medium,1.0
46016,57,M,medium,1.0
51859,35,F,low,1.0
76889,44,M,low,0.0
677,53,F,high,1.0
9426,47,F,low,0.0
43796,55,F,medium,1.0
72669,15,M,,0.0
84413,12,M,,0.0
17945,63,M,high,0.0
3568,16,F,low,0.0
23193,20,M,low,0.0
39528,65,F,medium,0.0
50011,15,M,,0.0
83164,63,M,high,0.0
86817,23,F,low,0.0
89955,45,M,low,1.0
16328,49,M,low,1.0
38551,59,F,medium,1.0
25452,41,F,medium,1.0
12575,30,M,medium,0.0
83541,70,M,high,0.0
19452,23,F,medium,0.0
3320,13,F,,0.0
27088,15,F,,0.0
32482,43,M,medium,1.0
76089,15,M,,0.0
83181,17,F,low,0.0
98821,35,M,medium,1.0
3479,56,M,high,1.0
6831,59,M,high,1.0
7640,19,F,low,0.0
45382,63,F,high,0.0
93801,47,M,low,1.0
25592,70,F,medium,0.0
44153,61,F,high,1.0
56790,60,F,high,1.0
74372,23,M,low,0.0
84143,16,M,low,0.0
2926,33,F,low,0.0
43333,56,F,high,1.0
87539,46,M,low,1.0
1221,67,M,low,0.0
83224,14,M,,0.0
8238,18,F,medium,0.0
43302,23,M,low,0.0
45552,12,M,,0.0
90453,68,F,low,0.0
50468,24,M,low,0.0
68919,66,M,high,0.0
81576,65,F,high,0.0
6370,12,F,,0.0
25248,24,F,low,0.0
35507,53,F,medium,1.0
48578,56,M,high,1.0
11306,34,F,medium,1.0
20562,34,M,low,1.0
24697,32,M,medium,0.0
27855,45,M,low,1.0
28829,49,M,medium,1.0
34076,59,F,high,1.0
38437,48,F,low,1.0
27148,23,M,medium,0.0
42209,38,F,low,1.0
43825,36,M,medium,1.0
44348,42,M,low,1.0
67048,65,F,medium,0.0
67555,18,M,medium,0.0
74569,43,M,low,1.0
8036,31,F,low,0.0
9579,17,F,medium,0.0
8587,63,M,high,0.0
34654,15,M,,0.0
52046,62,M,high,1.0
92126,31,M,low,1.0
37867,56,M,high,1.0
66519,56,M,high,1.0
14407,64,M,medium,0.0
19403,46,F,medium,1.0
41991,17,F,low,0.0
54015,53,F,medium,1.0
72093,22,M,low,0.0
89026,57,M,medium,1.0
58171,34,F,low,1.0
58302,27,F,low,1.0
6817,40,M,low,0.0
9425,21,F,low,0.0
46720,50,M,low,1.0
55510,23,M,low,0.0
91825,53,M,high,1.0
92464,26,F,low,1.0
42082,62,F,medium,1.0
75884,52,F,high,1.0
11931,17,F,low,0.0
76131,43,M,medium,1.0
13918,53,F,medium,1.0
47856,42,F,medium,1.0
73695,45,M,low,1.0
41502,49,M,medium,1.0
73795,43,F,low,0.0
24059,23,F,low,0.0
92431,64,M,high,0.0
29848,17,F,low,0.0
71094,38,F,low,1.0
95202,47,F,low,1.0
30993,52,F,medium,1.0
95208,34,F,low,1.0
27715,49,M,medium,1.0
16837,27,M,low,0.0
81520,25,M,low,0.0
58321,56,F,medium,1.0
51762,60,F,high,1.0
87635,30,M,low,0.0
76185,40,M,low,1.0
88245,51,F,high,1.0
1716,37,M,low,0.0
15978,41,F,low,0.0
22226,58,F,medium,1.0
66912,31,F,low,0.0
71060,13,F,,0.0
98552,40,F,low,1.0
53250,15,M,,0.0
51337,39,M,medium,1.0
51652,57,M,high,1.0
13693,45,M,low,1.0
76230,31,M,low,0.0
42683,20,M,medium,0.0
57112,29,M,low,0.0
71547,50,M,low,1.0
27036,63,F,high,0.0
12426,28,M,low,0.0
86242,63,M,high,0.0
52615,57,F,high,1.0
54526,28,F,low,0.0
43270,33,F,low,1.0
6080,51,F,high,1.0
9456,51,M,medium,1.0
57001,31,F,low,1.0
73827,22,F,low,0.0
36521,25,M,medium,0.0
76232,59,M,high,1.0
80712,54,M,high,1.0
90978,70,M,low,0.0
53065,33,M,medium,1.0
44467,54,M,medium,1.0
87424,56,M,high,1.0
2040,13,M,,0.0
15482,65,F,high,0.0
33564,40,F,low,0.0
49737,33,M,low,0.0
56585,18,F,low,0.0
51980,31,F,low,0.0
69361,27,M,low,0.0
92548,69,F,low,0.0
60749,26,F,low,0.0
62170,29,M,low,0.0
29521,27,F,low,1.0
57366,27,F,low,0.0
4995,23,M,medium,0.0
6664,24,M,low,1.0
7889,68,F,medium,0.0
87892,24,F,low,0.0
12330,50,F,low,1.0
91028,52,M,high,1.0
3754,25,M,low,0.0
39127,33,M,medium,0.0
39533,35,F,low,0.0
62523,25,F,medium,0.0
96668,40,M,medium,1.0
70610,31,M,low,0.0
23228,56,F,medium,1.0
36207,39,F,medium,1.0
17621,40,F,medium,1.0
68147,28,M,low,1.0
92595,69,M,high,0.0
74608,32,M,low,1.0
12485,41,F,low,1.0
35578,20,M,low,0.0
43394,69,F,low,0.0
67575,61,F,medium,1.0
91875,12,F,,0.0
92767,58,F,medium,1.0
17661,16,M,low,0.0
57475,63,F,high,0.0
74187,62,M,high,1.0
87779,33,M,low,0.0
87979,33,F,low,1.0
99878,64,F,high,0.0
10906,45,M,low,1.0
8177,36,M,low,1.0
85538,40,F,low,1.0
34279,29,F,low,0.0
62784,28,M,low,0.0
8623,62,M,high,1.0
56698,37,F,low,1.0
78625,50,F,low,1.0
83240,69,F,medium,0.0
89911,54,M,medium,1.0
90096,20,M,low,0.0
52844,15,M,,0.0
46049,62,F,high,1.0
87291,20,M,medium,0.0
42503,59,M,medium,1.0
85953,18,F,low,0.0
58087,52,M,high,1.0
65198,51,F,high,1.0
41069,69,F,high,0.0
76798,20,M,medium,0.0
84989,42,M,low,1.0
1466,57,M,high,1.0
6660,31,M,low,0.0
41728,37,F,low,1.0
42786,39,M,low,0.0
51044,13,M,,0.0
28780,39,M,low,1.0
42053,45,F,low,1.0
89417,50,M,low,1.0
22475,46,F,low,1.0
24327,26,M,low,0.0
8926,49,M,low,1.0
31151,46,F,low,1.0
88274,55,M,high,1.0
50100,32,M,low,1.0
51952,22,F,low,0.0
36394,25,M,low,0.0
38055,47,F,low,0.0
56610,15,M,,0.0
88583,24,F,low,0.0
96486,28,F,low,0.0
27768,17,F,low,0.0
5013,25,M,low,0.0
24868,28,M,low,0.0
89949,18,M,low,0.0
92076,16,M,low,0.0
92304,54,M,high,1.0
4230,56,F,high,1.0
6056,44,M,low,1.0
21049,68,M,high,0.0
45367,44,M,low,1.0
59862,39,M,low,1.0
32515,68,F,medium,0.0
46659,65,M,high,0.0
90786,28,M,low,0.0
94815,29,F,low,0.0
17545,23,F,medium,0.0
32885,12,F,,0.0
42291,38,M,medium,1.0
54292,43,F,low,0.0
29456,44,M,low,1.0
56235,68,M,medium,0.0
22295,17,M,low,0.0
6209,31,F,low,0.0
53296,42,M,low,0.0
1481,18,M,low,0.0
55197,50,F,low,0.0
15335,49,M,low,1.0
45763,53,M,high,1.0
76266,58,F,high,1.0
62774,65,M,high,0.0
95940,16,M,low,0.0
36407,17,M,low,0.0
50393,53,F,high,1.0
45312,14,F,,0.0
90507,29,M,low,1.0
21869,40,F,low,1.0
47512,19,F,low,0.0
67147,13,M,,0.0
1334,33,F,medium,1.0
14690,26,M,medium,0.0
69089,15,F,,0.0
19020,42,M,low,1.0
41515,14,F,,0.0
86399,60,M,high,1.0
45373,45,F,low,1.0
52729,39,F,medium,0.0
29635,21,M,low,0.0
34504,44,M,low,0.0
52735,60,F,medium,1.0
2920,30,M,low,0.0
51663,59,F,high,1.0
1321,60,F,high,1.0
40622,46,F,low,1.0
46833,12,M,,0.0
74883,60,M,medium,1.0
3667,70,M,low,0.0
49164,58,M,medium,1.0
1115,54,F,high,1.0
34905,59,M,high,1.0
67368,38,M,low,1.0
65275,43,F,medium,1.0
6159,37,M,low,0.0
53385,41,F,medium,1.0
65960,40,M,low,1.0
75934,15,M,,0.0
88382,61,F,high,1.0
44519,15,M,,0.0
969,45,M,low,0.0
11831,46,M,low,0.0
15292,59,F,high,1.0
50136,13,F,,0.0
26671,15,F,,0.0
74106,18,F,low,0.0
99739,18,F,low,0.0
56195,19,F,low,1.0
95733,58,M,high,1.0
33198,68,M,low,0.0
91640,51,M,high,1.0
34493,38,F,low,1.0
44208,62,F,high,1.0
77413,16,F,low,0.0
83446,58,F,high,1.0
18718,63,F,high,0.0
91861,14,F,,0.0
185,37,M,low,1.0
25352,17,F,low,0.0
32120,51,M,medium,1.0
49302,39,F,medium,0.0
88453,52,M,high,1.0
19481,24,F,low,0.0
57280,22,F,low,0.0
60121,25,M,low,0.0
79251,69,F,low,0.0
13883,56,M,high,1.0
46524,43,M,low,1.0
52475,53,M,high,1.0
5963,27,M,medium,1.0
47361,49,M,low,1.0
74572,38,F,low,0.0
8665,41,M,low,0.0
15212,27,M,low,1.0
99653,53,M,high,1.0
29256,57,M,medium,1.0
41695,38,M,medium,1.0
54425,48,F,low,1.0
68197,27,M,low,1.0
87329,21,M,low,1.0
56386,23,M,low,0.0
53422,61,F,high,1.0
32924,44,F,medium,1.0
8073,38,F,low,1.0
23846,37,M,low,0.0
72840,69,M,high,0.0
5179,17,F,low,0.0
3119,49,F,low,1.0
15210,39,M,medium,0.0
58837,60,F,high,1.0
66075,30,F,low,0.0
11340,44,M,low,1.0
39792,41,M,low,0.0
42770,33,F,low,1.0
21781,69,F,high,0.0
72219,49,M,medium,0.0
22946,53,F,medium,1.0
54181,38,F,low,0.0
54534,56,M,medium,1.0
61850,33,F,low,0.0
78123,28,M,low,0.0
86531,65,F,medium,0.0
88809,55,F,medium,1.0
15729,37,M,low,1.0
79364,70,M,low,0.0
87250,69,F,low,0.0
13074,28,M,low,0.0
13333,39,M,low,0.0
71948,63,F,high,0.0
78755,54,M,high,1.0
5106,61,F,medium,1.0
10831,15,M,,0.0
28567,61,F,medium,1.0
86414,23,M,low,0.0
93116,56,F,high,1.0
97839,61,M,high,1.0
17541,42,M,low,1.0
83764,56,F,high,1.0
10711,52,F,high,1.0
81666,26,M,low,0.0
95453,34,M,low,0.0
25433,68,F,high,0.0
2477,66,F,high,0.0
87517,29,M,medium,0.0
17916,48,M,low,1.0
46705,67,M,low,0.0
62734,31,F,medium,0.0
88548,46,F,low,1.0
91068,48,F,low,1.0
91302,41,F,low,0.0
35932,62,F,high,1.0
72327,64,F,high,0.0
838,48,F,medium,1.0
42913,68,M,medium,0.0
66850,28,F,low,0.0
22665,35,M,medium,0.0
75839,58,F,high,1.0
4356,19,F,low,0.0
68030,13,F,,0.0
63219,56,F,medium,1.0
99731,61,F,medium,1.0
15748,61,F,high,1.0
51632,37,M,low,0.0
62467,26,M,low,0.0
80406,48,M,low,1.0
2212,28,F,low,0.0
72613,33,F,low,0.0
39343,63,F,high,0.0
65828,12,M,,0.0
78942,66,F,high,0.0
92556,18,M,low,0.0
8439,64,M,high,0.0
46894,50,M,low,1.0
91806,13,M,,0.0
93156,13,M,,0.0
57158,22,M,low,0.0
2966,26,M,low,0.0
18486,64,F,high,0.0
38766,21,M,low,0.0
13626,49,F,low,1.0
6605,27,M,low,0.0
40904,57,F,high,1.0
53911,36,M,low,1.0
40702,62,M,high,1.0
43483,41,M,low,1.0
51052,18,M,low,0.0
64992,60,M,high,1.0
2470,45,M,low,0.0
51061,15,F,,0.0
70403,38,M,low,0.0
72015,13,F,,0.0
33972,19,M,low,0.0
50731,23,F,low,0.0
52980,26,M,low,0.0
25295,20,F,low,0.0
52489,30,F,low,0.0
58566,27,F,medium,0.0
33527,70,M,high,0.0
65242,21,F,low,0.0
79059,36,M,medium,1.0
26961,64,M,high,0.0
30542,67,F,high,0.0
38883,36,F,low,1.0
40488,21,F,low,0.0
66937,52,M,high,1.0
79891,36,F,low,0.0
98171,70,M,high,0.0
40828,41,F,low,1.0
40434,21,M,medium,0.0
26075,57,M,medium,1.0
32152,62,F,high,1.0
54835,31,M,low,0.0
68916,56,M,high,1.0
98866,58,F,medium,1.0
10142,41,F,low,1.0
31418,59,F,medium,1.0
45014,50,M,low,1.0
70517,33,M,low,1.0
74847,21,M,low,0.0
19208,21,F,low,0.0
20847,40,M,low,0.0
87494,56,M,medium,1.0
9032,30,F,low,0.0
13644,55,M,medium,1.0
33069,63,F,high,0.0
36914,23,M,medium,0.0
75162,15,M,,0.0
75795,45,F,low,1.0
82351,28,F,low,0.0
90309,47,F,low,0.0
21468,46,M,low,1.0
46173,45,M,low,1.0
66308,16,F,low,0.0
68084,20,M,low,1.0
23115,70,M,high,0.0
29885,51,M,medium,1.0
32970,19,F,low,0.0
77899,49,M,low,1.0
94365,64,F,high,0.0
78845,70,M,high,0.0
35836,24,M,medium,0.0
84458,41,F,low,0.0
2975,15,F,,0.0
33275,19,M,low,0.0
44333,47,M,low,1.0
12214,59,F,medium,1.0
22926,58,M,medium,1.0
58537,59,F,high,1.0
83954,44,M,low,1.0
15017,19,F,low,0.0
66362,20,F,low,0.0
13468,30,M,low,1.0
38059,70,F,medium,0.0
9583,30,M,low,0.0
36142,54,M,medium,1.0
38616,14,F,,0.0
12820,67,F,low,0.0
42591,23,M,low,0.0
69646,33,F,low,1.0
21383,32,F,low,1.0
47475,15,F,,0.0
77747,39,M,medium,1.0
44945,68,F,high,0.0
63093,32,M,low,1.0
95162,40,F,medium,0.0
50020,60,F,medium,1.0
55313,60,M,medium,1.0
65070,20,M,low,0.0
16070,67,M,medium,0.0
93125,28,F,low,0.0
10757,45,F,low,1.0
14448,46,F,medium,1.0
93814,27,F,low,0.0
97093,61,F,high,1.0
53077,42,F,low,1.0
62586,43,F,low,1.0
69676,52,F,high,1.0
22092,35,M,medium,1.0
38674,35,M,medium,0.0
53840,45,F,medium,1.0
87451,27,F,low,1.0
40715,66,F,low,0.0
93601,33,M,medium,0.0
27295,23,F,low,0.0
81180,46,F,medium,0.0
52412,31,F,low,0.0
13741,36,M,low,1.0
54874,43,F,low,1.0
69980,52,M,high,1.0
84544,21,F,low,0.0
50655,62,M,medium,1.0
66697,33,M,low,1.0
92685,15,F,,0.0
56434,54,F,medium,1.0
89258,50,F,medium,1.0
90892,22,F,low,0.0
7716,50,F,medium,1.0
20079,50,M,low,1.0
66780,27,F,low,1.0
81686,35,M,low,0.0
41085,38,M,medium,0.0
41596,45,F,low,1.0
46470,18,M,low,0.0
84237,50,M,low,0.0
17259,29,F,low,0.0
58783,37,F,low,1.0
22860,58,M,medium,1.0
